,sentiment,review_text
822,0.19428571428571428,"The guys showed up when they said, and took the time to walk through the house to take note of any special instructions for our belongings. Everything was wrapped for protection and handled with professionalism. Our storage unit was barely large enough to hold the load but the guys stacked it so skillfully that every last box and chair managed to fit. 10/10 would user again."
6761,0.19427272727272724,"Carlos and his team was great, they helped me move in some new furniture into my apartment and they communicated with me all morning regarding their arrival time and pick-up (they have an app too, which made it all super convenient), and did the move super quickly and efficiently. Very careful to not damage the new furniture or the things already in my tiny apartment. Will definitely call again for my next move!"
2197,0.1940972222222222,"I have recently relocated from Louisiana to the Plano area for work. I have never used a moving service before, so I was extremely skeptical. Daniel & James made this experience one of the best with professionalism and care in handling my furniture. Upon arrival, they came up with a strategy to get things done quickly. I will use them again in the future! Hands down, best money ever spent! 😁"
7930,0.19398148148148148,Julien was quick in showing us the condo the same day we want to see it.  He quickly setting up inspection and refer us to lender to get things started quickly.  He's helpful and quickly response to our questions and concerns.  Overall things were going smooth.  I think we were moving a little too fast.  I wish we had time to do some negotiations and explore options during the process.
10295,0.19393939393939397,"Our situation (out of state from viewing to close) meant we needed a trusted and detail-focused agent to help us qualify, negotiate and purchase our new home. Rene was amazing! She went above and beyond, every step of the way and even after closing to ensure we had everything we needed. Absolute star! When you deal with Rene you will see that she gives 150% to you and nothing less."
9955,0.19393939393939394,Awesome work got a big 3 pc couch moved through both my previous n new apartment with an entire move
12036,0.19388053467000838,"We worked with Geoff to purchase our home this fall. Geoff's responsiveness and willingness to meet on short notice, made him a great partner and guide in the home buying process. While we were not first time home buyers, Geoff anticipated our every question and frequently offered insight in to nuances that certainly would have helped us the first time around. Geoff certainly offers full service expertise. In the search process and initial tours he pointed out things that we didn't notice. When it came time to put down an offer he was honest and straight forward while helping us make a competitive offer yet not pushing us to make any uncomfortable or risky decisions. Then during the closing process and pre-move in Geoff made sure that we knew exactly what the next steps were and even provided fantastic recommendations on contractors for work. Geoff far exceeded expectations at every turn and we are enthusiastic in recommending him."
10533,0.19376623376623378,"Rob did an amazing job of locating our condo.  After we initially met, he took us to a couple of properties that weren't quite right for us and he understood our criteria (that we didn't know at the time).
He revised the list for properties that were right.  Although we didn't make an offer on those properties, he located a property for us.  Since we were out of town, he prepared a video which clearly detailed the property.  As soon as we saw the video, we made an offer and closed 30 days later.
Throughout the process, Rob was very responsive and always available to answer any questions. Even after we closed, he offered his assistance to make our move easier.
We would highly recommend Rob."
9001,0.19375000000000003,Showed up on time and were very friendly and careful.
772,0.19375,"Kevin and Floyd arrived early, handled my furniture with care, and did a great job overall.  Will be using them again to move other furniture."
4676,0.19374999999999998,"My nightmare started on 2/18/20 when all seemed great with Joe and closing a deal with them (owner Eynel Sequeira)
Because they wanted to have everything in hand they asked for my $1,000.00 deposit thru Zelle so we could move forward.
Thanks to our diligence, we checked with the port where our things were to go and they were not providing any information which would've taken us to storage for a long time that would have to been covered by us, otherwise we would not get our move.
After seeing that, I asked for my refund, being that this mess was their fault, I am still (today 4/13/20) waiting on my money.
The owner himself spoke to me and ""promised"" he would call me and let me know he did it, he now does not answer my phone calls or my e-mails."
8148,0.19366666666666665,"Lakilo, Chris and Orlando were super friendly and professional.

No damage whatsoever. They take extra care of our furniture and have a solution for everything!

We highly recommend. You can trust them."
7220,0.19363636363636363,"Netzer, Cruz, and Franklin did an amazing job packing, securing, and moving all of our personal belongings from our apartment to our new house. We were genuinely amazed at the speed and personal care that was given to the moving process. Several items has lots of sentimental value, and the crew treated every item as it if was their own, which we really appreciated. Thanks everyone!"
10251,0.19358585858585856,"SHNC helped me in my most dull period in my life. I was really going through a tough time. Thankfully I was able to sell my house once I got ahold of them after trying for months. I was very close to losing my property, yet they solved a really big headache for me buying my property as-is while offering many solutions. They made the process smooth and they know exactly what they're doing. Thank you very very much."
8212,0.193502331002331,"Matt, Amber, Ian and Trang are the DREAM TEAM!  My husband and I are new-ish to Seattle.  The market is crazy here, and we knew if we didn't try to get in quick, we may never afford it.  Before we knew it our lender had referred us to these guys, and we were in their office getting to work!  We are so pleased with the easygoing, determined, detail-oriented attitude of this team.  This team is great for LGBTQ+ buyers, as well as first timers.  They went the extra mile to explain the ins and outs of the buying process.  We enjoyed several outings to see properties with them before finding our little spot in Cap Hill.  We felt supported and heard throughout the process.  If you're looking for a cold, sterile buying experience, you might want to look elsewhere.  If you want a personalized experience with a fun, lively group, then the Get Happy at Home team is for you!"
9428,0.19345238095238096,I had a really great moving experience with Kameron and Lloyd. They arrived right on time and did a walk through of the job with me to understand my expectations. They were very efficient and polite and kept to my timelines as I had an appointment. I've used other movers in the area and Kameron and Lloyd have reset the bar for my expectations. I will definitely call and request them again for my next move.
2667,0.19343749999999998,"Walter and Edwin from WildCat Movers did a fantastic job moving me! Both men were professional, careful, and very friendly. They were also very efficient in moving my boxes and furniture and completed my move in 2hrs. I HIGHLY recommend using WildCat Movers for your next move! 11/10!!

I would also like to mention that Nathan was very helpful with answering my questions and keeping me posted on the timing and scheduling of the move."
1069,0.19336734693877553,"Ashley Seefeld is a truly fantastic person to work with. When my husband and I were just starting to think about buying, she demonstrated so much patience, understanding, and dedication to our needs. She really went above and beyond to be flexible, do research, and connect us with the right people. If you're looking for a smart, responsive, and approachable realtor, she's the one!"
11088,0.19333333333333333,"I met Doron through Redfin and we kept in touch for over a year until I found my house. He was super patient throughout the whole process and gave me a lot of good advice on what to look for when searching. We must have looked at at least 10 houses together but he was never pushy about buying one and instead, would even reject a few that I was potentially interested in (for good reason). As a first time home owner, I would 100% recommend Doron because of his vast knowledge of the Seattle area and he even got me an extra 5k in seller credit when we put the offer in."
963,0.19333333333333333,"Lara Nelson with Every Door Real Estate is fiercely dedicated to her clients and will do what it takes to get the deal closed.  She is exactly who I would hope to have on my side as a real estate agent.  Anyone would be lucky to have her.   She’s a breeze to work with, efficient, responsive and detail oriented.  Five stars!"
2313,0.19333333333333333,"The Wrightway team showed up on time, were careful with our equipment, furniture and art and made our move as smooth and painless as possible, and at a fair price.  I would highly recommend them as we have used them twice, and would contact them for any of our future moves."
136,0.19318181818181818,"Had Aaron & Darko help me with my move to my new apartment. Everything went really smoothly! so much so that we were already finished with everything before noon (we started at around 8:45am-ish)!
I would recommend this company to anybody that needs help with moving. 👍🏾"
6222,0.19308712121212118,"Oskar, Daniel and Zhetigan were great, and super friendly. They had no issues disassembling and reassembling my furniture and made moving into my new place really simple. There was only one mistake with putting tape on the entertainment center's legs instead of clingwrap which took some of the finish off. Will follow up with the company. I would still totally use these guys again."
11520,0.19303571428571425,Josh helped us purchase a condominium in the Seattle area.  He was very professional and a pleasure to work with.  He was always proactive and made sure we understood every step of the process.  He definitely went above and beyond.  We would most certainly choose him for future purchases or sales.  Thanks Josh.
11882,0.19291666666666665,"Rob is the kind of realtor you want to work with.  Not pushy, totally knowledgeable of what is going on in the field, and willing to give you the straight story even if it's not what you want to hear.  In my case I was able to settle on a price and close quickly.  He kept me informed at all times and took care of the complicated parts of the business so I didn't need to.  I highly recommend him."
6107,0.19285714285714287,"The crew was amazing!! Lonzell, Darius, and Jay were fast, professional and careful with all of my belongings. They were done sooner than expected, and I exceeded expectations. I will definitely call them again if I ever need another move. Highly recommend!!!"
1746,0.19285714285714284,"Four guys were knocking on door at 8am, their scheduled time. They had a professional moving truck with all the bells and whistles. Wrapped everything in plastic and did everything right. Will hire them again."
3816,0.19284415584415585,"The guys, led by Sergey, were extremely careful with all my items. In spite of having very tight stairs in my new place, they did all they're work with smiles. Everything arrived in perfect condition. I highly recommend this company."
4030,0.19277777777777777,"Had a last minute move across town and could not be more satisfied with the crew at Wildcat. Tim and Markos showed up on time and did work. Those two straight hustled to and from the truck for three solid hours. My furniture was taken care of, wrapped when needed, and left in the same shape as when they loaded it. Highly recommend Tim and Markos, friendly and efficient."
9874,0.19277389277389276,"I had two young men Tyler and Ross help me with my move today Jan 14 2023. They were professional, helpful, careful, and fast. The move took less time than I expected it to, and they made sure I was okay with the placement and condition of all of my property at my new apartment. I now live on the third floor by the way. 5/5 stars, would recommend, ask for Tyler and Ross, and when they do a good job make sure to tip well."
9187,0.19259259259259257,"I had an unfortunate event recently, my brother had passed away. I inherited his house through probate proceedings. I didn’t want to deal with having to take time to put his house on the market, so I started googling cash buyers online. I found Priority Home Buyers and spoke to Alex. He was so nice & absolutely professional. He made me feel secure about the process of the sale of the home and got me a great cash offer deal. We closed in 2 weeks and I received my money. I definitely recommend this company to anyone looking for an easy cash deal experience on your home."
8639,0.19240740740740744,"Easy Company did a fantastic job of helping me move from Seattle to Redmond. Kyle was very communicative during the scheduling process. All the details of the service were clear and there were no surprise hidden charges on move in day (unlike some other companies).

Shout out to Dontae and Logan who moved my items safely and efficiently — they were very fun to chat with as well. They actually finished an hour before my quoted estimate."
11411,0.19236583522297807,"The Divas have been an absolute delight to work with in multiple real estate adventures I've found myself in. Roy and Kim helped me through the entire process of purchasing my first home and were the most amazing people to work with. They're realistic, they efficient, and they know their stuff. Later down the road, they helped me sell that very same condo in what I thought would be a stressful event, they turned into an amazing experience. Recently, my boyfriend and I purchased our first single family home, and the divas never stopped delivering on being amazing. Thanks to the entire team for being human, for being hilarious, and for never forgetting to keep it real."
4312,0.19222976190476193,First I have to say by far the best movers that we have ever used!!!! And we have moved quite a few times. From the first call asking about there services to the end taking payment was amazing! Very professional and helpful. The manager even came out while they where loading up to check on the move and make sure everything was going well. Which it was. The manager even helped load up a few things in his AB Moving dress shirt. Tyler and the other 2 guys that did our move did excellent! Everything made it without damages. They went beyond what any other movers did for us. They wrapped up big stuff which was a plus for us! We had to do 2 trips but we had a 4 bedroom 2700 sq ft home and a lot of stuff. On the way back to do the 2nd trip we remembered that we forgot to tell them about a large closet that we had full of packed boxes. When we told them about it they said no problem. They were very understanding and we heard no complaining. Pricing was average to less than average! Very reasonable! If we move again we will for sure go back to AB Moving!! Thanks again guys for a job well done!!!
2345,0.19222222222222218,"Great experience. They arrived very early in the time slot so it was nice that the move finished a lot earlier than I expected. They also packed everything up nicely and safely, especially the delicate items. Definitely would recommend to others if you're thinking of moving!"
11144,0.1921875,"Your team made our selling process a breeze and we can' thank you enough for seamlessly managing all the behind-the-scenes work. Zach and his team also made sure to go above and beyond to put all the ""extra touches"" on our listing. His trustworthy expertise is second to none and we are so grateful for such a successful selling experience!"
3490,0.1921875,"So professional, reasonably priced and friendly!  I plan to use them next time I have any moving needs!"
4009,0.19204545454545452,I have used Wrightway for my last 2 moves for both packing and moving. Both times they were professional and fairly priced. My wife and I are planning on using them again in the next few months after our new home is complete. Keep up the good work.
1791,0.192,"Amber is a competent, educated and empathetic person to work with.  She is highly capable and utilizes her considerable ability to listen to her clients to help achieve their desired goals.  I highly recommend working with her.  She has a tendency to brighten people’s day and future!"
10940,0.192,"Wilson was highly recommended by a colleague of mine. I decided to list my home with him and, within 2 weeks, we got multiple offers. My house was sold for top dollar. I recommend Wilson to any seller or landlord out there who’s looking for a competitive real estate agent."
4142,0.192,He’s guys are fantastic movers! They’re very fast and very dedicated to keeping my stuff safe. I’ve even recommend them to move my mother out of her home. You can’t go wrong with them.
11432,0.19191387559808612,"The team at Get Happy at Home was an absolute dream to work with. I used the team to purchase my new home and sell my old property and on both sides they were fantastic.  When purchasing, Matt and Ian met with me and my husband to outline exactly what it was that we were looking for and the motivation behind the search. They provided a ton of support with the offer process on what was reasonable to offer. During closing, their team was a well oiled machine with setting clear timelines and pressing us when they needed to get specific documents and signatures done. During the sale process, they provided a set of recommendations to get the best sale price possible. Our property sold for above our initial expectation and they hit the target they set for us. I would highly recommend to anyone wishing to purchase or sell their property, first time or seasoned. I will be using them for any future real estate needs I have."
2991,0.19185185185185186,"Eco Movers Tacoma team, Eric and Nehemiah were excellent movers! They were careful, polite, and professionally handled a tough situation with a very heavy item of mine. They made the stress of moving go away. I am thankful and happy."
6680,0.1917948717948718,"Serena at Richr has been fabulous.  Always available for consultation and advise.   The process is very simple, fast, and easy.  Serena's advise to post professional pictures did the magic.  We had several showing the same week and we received multiple offers.

I highly recommend Richr for anyone who wants to save thousand of dollars in selling their home."
1670,0.19166666666666668,"I cannot thank AB moving enough for the exceptional job and hard work their movers did. They were very quick, never complained, and worked efficiently.  I wouldn't hesitate to use their services again."
2536,0.19166666666666668,"Second time we have used them. The guys are always friendly, careful,  and fast! Scheduling the move is easy and accommodating too."
4682,0.19166666666666665,Shout out to Eric and Clark for making my move quick and easy. They took care of wrapping and loading of my furniture all within a few hours; I highly recommend these guys!
4440,0.19166666666666665,"Wildcat movers Jose and Darian did a FANTASTIC job!!  They listened to what I needed and got the job done as quick as any 2 man team could have.  The last move I did (same inventory) took 2+ hours longer with a 3 man team!!!  Rest assured, Wildcat will be my only call going forward."
10203,0.19166666666666665,"I have worked with The Pickett Street team for a decade for both my personal real estate deals and in a professional way as well.  I would never hesitate to refer Jesse and his team.  They are professional, friendly, and fun!  I will work with them again."
6093,0.19166666666666665,"Alex, Xavier and Fernando were all outstanding professionals that showed up on time and finished ahead of schedule.  Very polite and careful!"
7823,0.19166666666666665,Thanks Brandon and James from wildcat movers! These guys were fast and professional!
5028,0.19166666666666665,"Adam and his team pulled off a flawless victory. Everything when so smoothly that I didn't even become a terror like I usually am during moves.

I'll definitely be coming back for the next one."
10803,0.19102564102564104,"I had a great time working with Doron and his team to purchase a property in Seattle! Doron was very responsive, answering my questions any day of the week, at all times during the day. What I appreciated most was his candor when looking at properties - pointing out not only what was good, but also the bad. He was not just looking to get me to buy a place, but considered the potential return-on-investment for the properties. Following Doron's advice, I was able to purchase a property for less than what I was willing to pay. I hope to work with Doron and his team again in the future and recommend that you get in touch!"
5617,0.19097222222222224,"We got hit by the Winter Storm Viola in Plano TX, causing pipes to burst and flood our apartment. The ceiling collapsed and caused some more damage. Our leasing company decided to demolish our apartment without informing us and added to the mess and chaos leaving us feeling even more violated and distraught! We have two toddlers and dog and managed to get out just in time. We hired Wildcat movers to get us out of that apartment and The 4 Man Crew consisting of -Sean, Tyrone, Taylor & Gill - came in as our Angels and packed up three years of our lives and moved us to safety! They were extremely swift, professional and amazingly good spirited bunch of guys. They made it easy and hassle free for us! A much needed change from the entire ordeal we had already gone through and continued to go through with a unsupportive leasing office and the destruction friendly demolishing crew. When in doubt just call Wildcat Movers! They’ve moved us twice. Once is regular circumstances and once in an emergency! I highly recommend them!"
5105,0.19090909090909092,"This was my third move with Wildcat Movers, and like the first two times, the move couldn't have gone better. My movers, Andrew and Ross, were not only very careful with my belongings, they were very professional and resourceful in the move, completing it in a timely manner. I've come to have full confidence in using this moving company to not only fully move my belongings from point to point, but to fully wrap my belongings during transpirtation and have access to additional moving protection materials that might be utilized to protect my possessions in transportation, free of cost. I will be using Wildcat Movers for future moves."
1459,0.19083333333333333,"After having my property (a duplex in Euless TX) under contract for more than 60 days, this company informed me the day prior to closing that they were terminating the transaction.  WIthin a week or ten days of contract (May 31, 2022), they videoed the entire property both inside and out.  At their request, sent copies of the current leases and other details they requested.  Was told all was going well--they requested a 10 day extension of the closing date which I agreed to claiming they had too much business at the time.  Now, less than 24 hours before the extended closing date they have terminated the transaction.   Just a word to the wise!  Of course they say they will sent me the earnest money of $600.00 after keeping the property off the market for more than 2 months!"
7944,0.19074074074074074,"Movers were 15 minutes later than scheduled, but called to let us know so it was expected. Morris and his crew were quick, professional, and thorough. All my stuff was moved in about 2.5 hours and they even had me check the truck when they were done to ensure nothing was left behind. The price was as quoted; there were no hidden fees, but I tipped because they were so good. Best movers I've ever used."
2322,0.19065656565656566,"I was a first time homebuyer with almost no knowledge of the homebuying process, but Krystina Thompson at Every Door was very knowledgeable, and always available to answer questions. At the beginning she helped me sift through a whole bunch of properties, filtering out the ones I would have gone for, but she could tell when something was off- either a scam, something wrong with the house, etc. After we saw a few houses, I was able to narrow it down to one house. Because it was a fixer-upper, she recommended I go with a pre-inspection to speed up the process, and a bunch of other ways of sweetening the deal for the seller. Krystina was able to write and send in an offer super, super fast- eventually the seller came back with a counteroffer, which I accepted. So I was able to close on the first house we put in an offer on, even though it is so hard for millenials and younger folks to buy a house these days. Throughout the whole process it felt great to have someone representing my interests that I felt was the best at what they do."
3622,0.19055422647527911,"My mom will tell you I am the most pickiest person when it comes to handle my own stuff. From getting a quote to finish moving, Mark (Owner) and the team was beyond my expectation. Very clear quote and no hidden fee. Without seeing my old home, Mark was able to give me brief idea how long it could take - he said 3-4 hours. I was highly doubtful because I have lots of stuff.

The day of moving, 4 guys came - the head of team arrived about 5 mins before and look around to get estimate and told me it wouldn't take more than 4 hours. Still I was thinking it will take more than 6 hours because packing wasn't completed. I injured my back that I had to put cloths in trash bags which made things more harder for guys. Also my new place, we couldn't reserve service elevator that it was taking longer.

These 3 guys worked hard even no one could imagine. I offered drinks and little break time, but they kept going that I thought they had energizer battery in them :)

Everything was moved within 4 hours like Mark and head of the team said and nothing was damaged.

I was telling my mom those guys were God sent.

Thank you Mark and the team. You are the best!!!"
6488,0.19050595238095236,"Price was right. They only charge you the time it takes to load and unload, not travel time or fuel. Guys moved everything quickly, they didn't try to drag it out so they could charge more. Very professional and friendly. Would definitely recommend."
10307,0.19047619047619047,"Vanessa was such a big help in finding me an apartment in Miami. Even though I was under some time pressure and the market was difficult at the time, Vanessa was super attentive to my needs and walked me through the process every step of the way. She is honest and completely available for you. Couldn't have done it without her!"
1970,0.19047619047619047,"We enjoyed working with Christy while searching for our home. Christy provided us with a helpful guide that walked through the process, so we had an idea of what was upcoming.

Throughout the whole process, Christy was super responsive - just a phone call away. Any question we had about the process or the buyer, she was on it. We really appreciated how professional she was, especially since buying a home can be such a nerve wracking process!"
8247,0.1903409090909091,Oskar and Daniel were very helpful and professional! Fully moved out and into my new place in the 3 hour window. Efficient and worth the money.
9275,0.19027777777777777,"The crew was really nice and helpful. They never said no to anything and worked very diligently. They were hard working and punctual. Would definitely recommend them to anyone trying to move. The crew I had comprised of Alex, Samar, Freddy and Dustin and they really made the move easy for me."
6885,0.19017857142857142,"Geoff gave me every confidence I was in good hands. He made sure I didn't over pay and even got me $5,000 cash at closing from the seller. Regarding the experience, it was a tight market with almost no inventory. Geoff works in the extra mile though and sought out those harder to find opportunities.  When I got desperate, he kept me level headed and focused on my goals.  Best partner in real estate you could have."
9769,0.19010416666666666,I was able to book within a few minutes and the moving arrived on time. They were super fast and responsive. Plus the two people that did the move were very friendly and tried to make it as fast as possible while leaving everything in the final Room instead of the garage.
4488,0.19008394044979413,"We had a FANTASTIC experience with The Every Door Team! Our agent's name is ADAM TREAT and let me tell you that he is by far an amazing person. What makes him an amazing person? Not only does he look at the present for what is best for the client, but he also makes consideration for what is the best for the client's future. Adam used his expertise and make throughout judgments based on whether the Condo is best for the customer in short term and including the long term. In terms of finance, Adam used every variable to speculate that in long term for that specific area the HOA fee would not immediately skyrocket and he is determined that the condo would continue to value high by year in the case when we sell in the future. Another factor why you should choose Adam as your agent is because he is knowledgeable in regards to how the interior house is in good condition or not. We tour one different condo and Adam was able to point out specific details on the interior condo which was poorly structured and painted. Thanks to Adam we avoided that one condo which was poorly designed and without him we would likely have missed these small detail and made a poor decision. Lastly why you should choose The Every Door Team and Adam Treat as your agent is because he gave us a list of reference to all other local company that deals with repairs in the future when something happens. He taught what to do and who to call for each thing if and only when something needs to be repaired in the future. When we first met Adam and he says his passion was to help people find the right house and make them happy, he did live up to what he said and he is a cool person. This was a 10/10 fantastic experience and we love our new place thanks to Adam and The Every Door Team! - Sky"
8714,0.1900314529220779,"The words that immediately come to mind when I think about my experience working with Ron Gates of Every Door Real Estate are “Above and Beyond.” I got so much more than a realtor working with Ron. Here are just a few of the key roles he played in my home-buying journey:

1. Teacher – I am a lifelong renter with no experience in purchasing or maintaining a house. Ron walked me through every step of the home buying process, answering all of my questions along the way, spending hours communicating with me via Zoom, phone, text, and in person. He is such a fantastic resource! On top of being very knowledgeable about real estate, Ron is also quite a skilled tradesperson with a wealth of knowledge about carpentry and general home repair and maintenance. When we viewed potential homes, he showed me what to look for (stuff like the condition of the roof, rain gutters and downspouts; foundation issues including cracks and signs of uneven settling; signs of moisture/wood rot; the condition of the plumbing fixtures, faucets, and water heater; even the condition of other homes in the neighborhood!). Once I decided on a home, he walked me through putting together a reasonable but competitive offer, obtaining a quality inspection, and the entire closing process. When I closed on the home, Ron brought over bags of tools/supplies as a housewarming gift to help me get started out as a new homeowner. He even taught me how to patch and paint holes/defects in my walls, helped me fix my garage door opener, and offered to teach me how to stain my fence! I have learned so much though this home buying journey with Ron!

2. Intermediary – Ron connected me with so many invaluable resources to help me along my home buying journey. These contacts included my superb and knowledgeable mortgage broker (shout out to Caroline Jaffe of Cross Country Mortgage), top notch home inspectors (shout out to Pillar to Post Home Inspectors), and he even connected me with his own personal handyman (shout out to Dan the Handyman!). I had an excellent experience with all of these resources and look forward to using them in the future.

3. Confidant – During this process, Ron consistently showed me that he is someone I can trust. He never came across as pushy or like a salesperson. He regularly checked in with how I was feeling and was very transparent at each step of the home buying process. He made sure that I did not sign off on anything without knowing what I was doing, and what my rights and obligations were. This made a very overwhelming process much less stressful.

4. Counselor – Like I said above, this was my first home purchase. And like many times in recent years, this was a crazy time to buy, with mortgage rates rising daily, limited inventory, stiff competition, etc. This process can be incredibly overwhelming! Like most folks, I had been saving for years to make this purchase and was absolutely terrified of sinking my life savings into a money pit. There were times when I was actively looking for a way to opt out of the whole home-buying process because I did not want to lose the security of my little nest egg of savings. During all of this, Ron was always there to listen to my concerns and provide solid advice. He never pushed me in one way or the other. I never felt rushed or pressured by Ron. I always felt that his greatest motive was my overall satisfaction with my home purchase.

5. Cheerleader – Ron seemed genuinely excited to share this home-buying journey with me, and his positive energy really helped balance out some of my apprehension. He helped me to remember that although this process can be scary and overwhelming, it can also be exciting and fun!

6. Go-getter - Ron gets things done! Once my mind was made on a home, he wasted no time in getting my offer on the table and accepted, then he created a detailed timeline to make sure everything progressed smoothly - which included everything from obtaining an inspection to transferring utilities over to my name."
10124,0.19000000000000003,"It was a pleasure working with the Get Happy At Home Team. They coordinated the remodel and sale of my mother’s condo in downtown Seattle recently. They made all the arrangements with the building management for the remodel; their sub-contractors did the renovation work, the Team organized the staging – and voila! The property sold in just a few days. Highly recommend."
5729,0.19000000000000003,"Company was very timely, fast and efficient. They were also very polite. Would highly recommend this service."
2864,0.19000000000000003,Terrific move! Very efficient and stress free process. I highly recommend and will be using them again.
4345,0.19000000000000003,"Josh , Chris, and Christian were all amazing! Chris and Christian were very hardworking and efficient. Would definitely hire them again."
806,0.19,"I was taken advantage of !! This company sends  many correspondence leading up to the actual service date  . However no where in the correspondence does it state that you are required to have a 2 hour minimum . In fact in one of the correspondence via email it states that you are charged at an hourly rate and any additional time being prorated to the quarter hour .

While the movers we’re amazing . I paid for time that I did not get serviced. The inability of the company not being upfront really ruins the overall experience."
4909,0.19,"Guys showed up and hustled, and got the job done with no breakage.  They were very professional and took direction as two what we wanted moved first."
9789,0.19,"I moved from Irving to Dallas and Justin and Antonyo made me feel extremely at ease with moving everything. On top of that they also managed to make the move go shorter than originally estimated, saving me money in the process.  Thanks Wildcat Movers, I know who im calling next year!"
5095,0.19,"Ivan and Max were very nice and were professional However, they were MUCH slower than anticipated and Max said he would be out of our old apartment within one hour AFTER seeing what needed to be moved. They didn't finish until 2.5 hours later, which really contributed to the cost. They caused a 2 foot long gash in my brown couch. I think this must have happened when they couldn't figure out how to move it out of my bedroom and I had to tell them how to do it."
5734,0.1898989898989899,"Wrightway Moving helped me move furniture and boxes from my old office to my new office. The movers came on time, worked quickly and efficiently."
1133,0.18981481481481483,"I was referred to Bunna about a year ago. In the process of purchasing a home Bunna was been great help, professional and makes the paperwork easy peasy along the way. He’s gone above and beyond to show me homes and answer all my questions. He’s patient, reliable and did I say professional haha. I’ve referred him to a few other friends who enjoy working with him too."
10359,0.18972222222222224,"Thunder Dan! My wife and I were first time homebuyers with a lot of questions and Danny was always there to answer them. He made the whole home buying process very smooth and stress free. He is extremely knowledgeable and passionate about real estate. I would definitely recommend him to first time homebuyers or just anyone looking to purchase a home. Thank you, Danny!"
9089,0.18970238095238093,"Johnny and his team were fantastic! They were very efficient and quick movers, but were still very careful with our items. They moved everything to the proper rooms and made my life much easier. Moving is always stressful but using Pure Moving made much easier on us."
5749,0.18958501268846098,"There is always something that I dread, it's moving. I was never really a fan. I hated the process of packing and actually moving myself to the new place - renting the truck, loading it, and unloading. However, in the last couple of moves I did, I had used some kind of moving service to help me. And by far, Pure Moving exceeded my expectations. For some reason, I chose an early morning time, but Oskar, Isco, and Artem took that in stride and came to my place ready. I knew our move won't be easy. The team had to deal with a small space, with a huge number of boxes of books, and the weather was not so friendly. But they moved efficiently and quickly. I watched them painstakingly wrap all our furniture, and even double checked with me if something not boxed was going to the new place or not. The team was very attentive, friendly, and very thorough the entire time. Honestly, one of the best experiences I had. The price was competitive with a team of individuals who provided me with a professional service and very good transparent communication. I would definitely use Pure Moving again on my next move. And yes, I already recommended the company to a few of my friends."
11942,0.18958333333333333,Couldn't have chosen a better agent. He strives for my expectations in a long term investment and not his own. Hard working gentlemen.
9451,0.18958333333333333,"Absolutely phenomenal Experience. There are not enough words to describe my gratitude- in particular to Jenny Harwell. The team was incredible in navigating a very difficult move situation. They were kind, prompt, thorough and responsive. They went above and beyond. I can not thank them enough! 😀"
2486,0.18958333333333333,Completely accommodating! Bobby and his crew were quick and professional. Highly recommend!
6258,0.18946906887755105,"I would recommend Phoenix to anyone looking for movers who truly care not only about your experience but about your belongings. This is a family owned and run business who take obvious pride in what they do and the men they hire are polite, hardworking, careful and diligent. It wasn’t a simple move as we needed to also stop at my storage unit to drop off and pick up several large pieces of furniture. They were able to make the exchange even though the original movers complained throughout the process. Alex and his team were simply  amazing.  I’ve been in the interior design business for years and my “things” are both unique and in many cases fragile. Nothing was damaged in anyway (unlike first move). If you are looking for movers call Phoenix. 10 stars!!!"
7357,0.18928571428571428,"Guy is nothing short of phenomenal! He's gone above and beyond to personally inform me with market reports, worked with me based on my needs and values, and responded promptly to all my questions. I wouldn't reccomend going with anyone else. Working with Guy, you'll walk away with a solid investment and education about the market and real estate process while working with someone who genuinely cares about you!"
3206,0.18928571428571425,"Absolutely the best!
We had just completed an extensive remodel and needed movers who would be extremely careful when moving large pieces of antique furniture back into the house.
The team knew how to wrap & move the antiques perfectly. Not one wall was damaged; even our contractor was amazed!
You are in good hands with Eco Movers."
1369,0.18923611111111113,"My movers, Rafael, Christian and Ernesto were great! When they arrived at my work, they were very friendly, but professional. They got right to their business, carefully handling my items, especially a very expensive, large floor mirror I own. They took time to protectively wrap the mirror well, so it wouldn't get damage during the drive to my home. Once they arrived, they were very quick and  careful about unloading my items. I would definitely use them again and recommend their company to my family and friends!"
7604,0.18916666666666668,"so unbelievably helpful! professional, very kind and generous."
8672,0.18916666666666665,"Easy Company Moving did an amazing job with our recent move. They were fast, efficient and professional. The final invoice was actually less than the estimate. They were careful with our items, considerate of our needs and concerns. I really could not have asked for a better experience!"
8456,0.18916666666666665,"Amazing moving service! Far exceeds any of my other experiences with multiple other companies over 11+ moves. These guys are so personal, and super accountable. They were in touch when they needed to be and I could rely on them to come through on time and with great service. The movers themselves we're so fantastic - very professional and so quick! And the price of the move was very reasonable for the value. These guys work so hard for you. Will definitely use them again and share with all my friends."
5301,0.1888888888888889,"There's not enough 🌟 to rate this moving company. This was my 3rd move using them. Always great prices, great people and efficient. My crew was Dalton, Darion, Ricky and JC.  My wife had an accident during the last load that she wanted to take to our car. She fell and got a nasty cut on her face. These guys sprung into action, bringing us medical supplies and providing comfort for her. What more can you ask?    10 STARS!!!!!"
153,0.18875,"Hired them to move us from an apartment to condo. Price was great, especially since they had to deal with a difficult parking situation in combination with us being unable to book the elevator. They handled it great, no complaints, and we’re more than willing to work around the issues. Highly recommend."
